"","MGHBC6_gent","MGHBC8_gent","MGHBC11_gent","MGHBC12_gent","MGHBC13_gent","MGHBC14_gent","MGHBC16_gent","MGHBC18_gent","MGHBC21_gent","MGHBC27_gent","MGHBC28_gent","MGHBC33_gent","MGHBC38_gent","MGHBC41_gent","MGHBC44_gent","MGHBC51_gent","MGHBC52_gent","MGHBC53_gent","MGHBC55_gent","MGHBC56_gent","MGHBC57_gent","MGHBC58_gent","MGHBC60_gent","MGHBC63_gent","MGHBC64_gent","MGHBC17ec_gent","MGHBC5_gent"
"EcGent4_Rup_b0019_0.97_0.95",3.83241859303578,3.89024568864722,-0.198391781845448,3.7332707413579,2.08613359020813,-0.781284120428598,0.167667547670198,0.419636743399511,3.70883647224517,3.57754517413187,3.08190184835703,1.90716314314603,2.82354109657232,-0.57211195464819,0.537257649002285,4.11539894199191,-0.982720823482774,1.72818542872549,1.00806590421313,1.95718449368207,1.13283143830061,3.20852592711206,3.93398889932754,2.45882727019672,-0.397377628100754,1.77592364825418,3.15195498443522
"EcGent4_Rup_b0631_0.97",4.06195444173393,3.6610882011564,-0.0422725799281666,3.87773341601486,3.10334917860394,-0.379422009897487,2.97764683699896,0.0484390836598188,3.49034719915393,3.47947383015208,2.56963085952031,3.06635209890591,4.26743291609657,1.82868314544971,1.5918119720872,3.45387677205739,-1.156550279381,4.02748691315154,0.271717732199604,2.58463982209149,3.75121924238696,3.66104667304046,3.26413121697117,4.20116603646178,0.521008606345594,3.02350606685196,3.1496324162442
"EcGent4_Rup_b1305_0.92",3.76255079137538,4.85410032175693,0.0788765171610534,4.49120641066447,4.82997234898935,-0.260451957127157,2.06046331339293,0.0953528209317014,5.45853623784672,4.47839916613657,2.90302998688809,3.74973080908972,4.76451741425415,1.28509669024211,0.521249595177679,3.1173644668748,-0.470658869809066,2.70873306605932,-0.46302863194975,3.11301850025284,2.82996557523789,5.21078190105242,4.00973036450026,5.84142953814227,-0.0489478493229943,3.92715445052595,5.03939393219913
"EcGent4_Rup_b1306_0.92",4.79608148104267,3.83336442249285,-0.0615344820887994,5.20340779028602,4.32327051452279,-0.133585864359479,2.132262211539,-0.200065787505565,5.11359099826216,4.80978660462616,4.09463050183866,3.21013860682975,4.93518311915989,1.13641563545468,0.334409471006753,4.21630240240139,-0.454056902471935,2.55394292461456,0.580262930961546,2.9176732959962,3.05815158056719,4.98951614517026,4.03701803367004,5.05367128243184,-0.698005386916162,3.01627169550587,4.86550194972232
"EcGent4_Rup_b3400_0.95",1.92305352175797,2.90044713671936,-0.568734779802474,3.16722545397937,1.32824651224767,0.0377526066766418,1.07880900749931,-0.18931786643113,3.97383718368178,2.64498717432885,2.57100101304775,1.29870913162007,3.41080596489961,0.420583244728578,0.294889744480697,2.98333048661777,-0.854465237646803,5.45440358805769,0.442439888589571,1.61385266901475,2.52657373444358,2.39112351844007,2.60056334476374,4.76815532830445,-0.362216788520338,1.72991770064585,3.38975378162798
"EcGent4_Rup_b3401_0.92",1.33351261278722,3.11817676089055,NA,2.91157057851117,2.55534138805572,0.594582781569568,1.09444156760926,0.519386998428324,2.40176039935613,3.10250867986562,3.29355946168626,-0.0550668980456722,2.73121434777914,-0.746723299818935,0.178204759500613,3.21007484068957,1.15248082173128,4.03951207852895,0.514251291550166,1.64285110732148,2.01647430453236,0.79574440177358,1.50628036181443,3.91383117679321,0.585855767786544,0.622449167592461,3.12419522721357
"EcGent4_Rup_b3686e_0.92",7.16048202163299,8.48554238280229,2.84391325187454,8.37865215929426,6.44635425865874,0.120152045087813,7.18073981803039,-0.0326974032828625,7.11061818368822,7.81076599157242,6.53681310551721,5.97081696598167,8.74902992603717,4.59827141829874,5.26477087247735,6.32127692291555,-0.388826530655891,7.62344612846087,-0.119074230732388,5.94719264929062,7.82869405199147,8.16647918383869,5.88974679866018,7.84848438708734,2.26172633537291,5.95558832024699,6.31688902487761
"EcGent4_Rup_b3687e_0.97",8.20524676298212,6.67568078264759,2.92949144877994,6.75181770061383,6.65284761351754,-0.537615039461735,6.40332384412586,-0.643483245480038,7.01415123168741,7.49380845854928,6.14609645113895,7.0913129224755,6.51597720718072,5.29276200648677,4.16740636686882,6.97721771378484,-1.25004733382515,6.85813703624706,-0.0551345620555509,5.4368590293621,6.38656723210464,8.56481931834088,4.72717054335735,5.93649896297923,1.90406539466983,7.31033974305351,4.94714223903647
"EcGent4_Rup_b3932_0.92",4.1742512377988,3.7799375255637,0.610033388807892,4.18994553047945,2.82731803408938,-0.134682553915055,3.61751116723022,0.157293921871863,3.79529000120709,3.47020061847211,3.57173111867862,3.37610699533806,4.17627265874547,2.59450197589312,1.93504268373116,3.82260784320226,-1.35096109035885,3.96323408300732,-0.213605710193068,2.51892431777837,3.4583628446001,3.24182175930027,2.42187334385892,3.37288782396813,0.481988538872238,2.77225485747648,2.59123512465246
"EcGent4_Rup_b4062_0.92",3.18894495065302,5.56540423994072,-0.00500780757914708,5.05068335512277,3.9749992593273,-0.0977577852238516,2.07429461326777,-0.243721010540113,4.49209106620657,5.2699068722181,4.31322164436946,4.38931328341239,4.96466780577673,0.788465149582523,0.599917099252052,4.01185590654668,0.699756260749865,4.30393475128531,0.189048064629943,2.74890194186006,3.37336203412005,4.15600061532004,4.47144332515172,4.12668277926622,-0.210089007720222,3.8616590556032,4.45069605189076
"EcGent4_Rup_b4242_0.92",4.36152785902342,3.80384076378347,-0.285047250123967,4.79714132093736,3.81984120289402,-0.478721350408166,3.07825262683646,0.516415431897033,3.74925074069108,3.83415990976948,4.06419276861786,3.50448778959523,4.39129979125277,1.88566272681273,-0.128485744920793,3.36694634397649,-1.42283034471845,2.10021583735926,-0.24247755743747,2.80536033175936,2.66877210835093,2.47646588530017,3.23905806359763,3.5907389457023,-0.648125660606718,1.79337527589674,4.3839809355246
"EcGent4_Rup_b4550_0.92",6.21373068266089,4.931848705963,1.15722241853114,4.92705926915036,4.73190028244252,-0.29676152082847,5.17348420726009,-0.220196083229259,3.55763762631281,4.49192560023585,2.61840064667896,5.38433419912987,5.37281749340696,2.43962425751712,1.88476545306847,3.54693058669905,-0.739217322114497,5.37953173625978,0.278053070688689,4.22595266088177,5.93235347971466,4.68001669472008,3.93124164054541,3.84204248586823,1.470967923846,4.36250429124282,3.92006443435478
